,userID,date,bicycleTime
158,USER2,2019-05-20,116.973
159,USER2,2019-05-21,456.071
160,USER2,2019-05-22,740.155
161,USER2,2019-05-16,30.304
162,USER2,2019-05-17,0.0
163,USER2,2019-05-18,0.0
164,USER2,2019-05-19,0.0
165,USER2,2019-05-20,16.051
166,USER2,2019-05-21,242.52
167,USER2,2019-05-22,0.0
168,USER2,2019-05-16,1200.499
169,USER2,2019-05-17,224.24599999999998
170,USER2,2019-05-18,0.0
171,USER2,2019-05-19,306.02400000000006
172,USER2,2019-05-20,524.142
173,USER2,2019-05-21,793.2720000000002
174,USER2,2019-05-22,1130.984
175,USER2,2019-05-16,0.0
176,USER2,2019-05-17,0.0
177,USER2,2019-05-18,0.0
178,USER2,2019-05-19,0.0
179,USER2,2019-05-20,0.0
180,USER2,2019-05-21,0.0
181,USER2,2019-05-22,0.0
182,USER2,2019-05-16,0.0
183,USER2,2019-05-17,0.0
184,USER2,2019-05-18,0.0
185,USER2,2019-05-19,0.0
186,USER2,2019-05-20,0.0
187,USER2,2019-05-21,0.0
188,USER2,2019-05-22,0.0
189,USER2,2019-05-16,1714.96
190,USER2,2019-05-17,0.0
191,USER2,2019-05-18,0.0
192,USER2,2019-05-19,0.0
193,USER2,2019-05-20,0.0
194,USER2,2019-05-21,697.6320000000001
195,USER2,2019-05-22,1222.267
196,USER2,2019-05-16,69.2
197,USER2,2019-05-17,30.188
198,USER2,2019-05-18,313.015
199,USER2,2019-05-19,158.537
200,USER2,2019-05-20,0.0
201,USER2,2019-05-21,427.339
202,USER2,2019-05-22,76.483
203,USER2,2019-05-16,287.321
204,USER2,2019-05-17,655.461
205,USER2,2019-05-18,385.53499999999997
206,USER2,2019-05-19,243.70499999999998
207,USER2,2019-05-20,336.36500000000007
208,USER2,2019-05-21,610.675
209,USER2,2019-05-22,1057.213
210,USER2,2019-05-16,222.23000000000002
211,USER2,2019-05-17,0.0
212,USER2,2019-05-18,0.0
213,USER2,2019-05-19,25.806
214,USER2,2019-05-20,267.23
215,USER2,2019-05-21,169.756
216,USER2,2019-05-22,235.208
217,USER2,2019-05-16,0.0
218,USER2,2019-05-17,0.0
219,USER2,2019-05-18,738.617
220,USER2,2019-05-19,0.0
221,USER2,2019-05-20,0.0
222,USER2,2019-05-21,0.0
223,USER2,2019-05-22,768.2429999999999
