,userID,date,studyTime
445,USER4,2019-05-10,7375.573
446,USER4,2019-05-11,0.0
447,USER4,2019-05-12,0.0
448,USER4,2019-05-13,3222.0
449,USER4,2019-05-14,11496.476
450,USER4,2019-05-08,10662.512
451,USER4,2019-05-09,12409.053
452,USER4,2019-05-10,0.0
453,USER4,2019-05-11,3.0
454,USER4,2019-05-12,0.0
455,USER4,2019-05-13,3602.276
456,USER4,2019-05-14,13185.109
457,USER4,2019-05-08,0.0
458,USER4,2019-05-09,9432.947
459,USER4,2019-05-10,0.0
460,USER4,2019-05-11,0.0
461,USER4,2019-05-12,0.0
462,USER4,2019-05-13,6788.0
463,USER4,2019-05-14,3657.636
464,USER4,2019-05-08,30.371
465,USER4,2019-05-09,0.0
466,USER4,2019-05-10,3985.461
467,USER4,2019-05-11,5388.0
468,USER4,2019-05-12,3.0
469,USER4,2019-05-13,0.0
470,USER4,2019-05-14,3131.999
471,USER4,2019-05-08,3816.525
472,USER4,2019-05-09,0.0
473,USER4,2019-05-10,14476.0
474,USER4,2019-05-11,0.0
475,USER4,2019-05-12,0.0
476,USER4,2019-05-13,14385.0
477,USER4,2019-05-14,19449.437
478,USER4,2019-05-08,20446.895
479,USER4,2019-05-09,11924.617
480,USER4,2019-05-10,17297.96
481,USER4,2019-05-11,0.0
482,USER4,2019-05-12,0.0
483,USER4,2019-05-13,7951.339
484,USER4,2019-05-14,7606.755
485,USER4,2019-05-08,3599.626
486,USER4,2019-05-09,9811.593
487,USER4,2019-05-10,1705.261
488,USER4,2019-05-11,0.0
489,USER4,2019-05-12,0.0
490,USER4,2019-05-13,496.0
491,USER4,2019-05-14,10460.69
492,USER4,2019-05-08,0.0
493,USER4,2019-05-09,0.0
494,USER4,2019-05-10,0.0
495,USER4,2019-05-11,0.0
496,USER4,2019-05-12,1655.0
497,USER4,2019-05-13,0.0
498,USER4,2019-05-14,4942.999
499,USER4,2019-05-08,13522.464
500,USER4,2019-05-09,15.0
501,USER4,2019-05-10,7325.737
502,USER4,2019-05-11,0.0
503,USER4,2019-05-12,38.28
504,USER4,2019-05-13,0.0
505,USER4,2019-05-14,18538.065
506,USER4,2019-05-08,962.001
507,USER4,2019-05-09,17333.457
508,USER4,2019-05-10,15179.0
509,USER4,2019-05-11,368.791
510,USER4,2019-05-12,482.001
511,USER4,2019-05-13,444.0
512,USER4,2019-05-14,9655.865
513,USER4,2019-05-08,1620.52
514,USER4,2019-05-09,5008.001
515,USER4,2019-05-10,0.0
516,USER4,2019-05-11,16138.606
517,USER4,2019-05-12,0.0
518,USER4,2019-05-13,13160.763
519,USER4,2019-05-14,8511.999
520,USER4,2019-05-08,0.0
521,USER4,2019-05-09,0.0
522,USER4,2019-05-10,0.0
523,USER4,2019-05-11,0.0
524,USER4,2019-05-12,0.0
525,USER4,2019-05-13,0.0
526,USER4,2019-05-14,0.0
527,USER4,2019-05-16,250.013
528,USER4,2019-05-20,184.151
529,USER4,2019-05-08,0.0
530,USER4,2019-05-09,0.0
531,USER4,2019-05-10,0.0
532,USER4,2019-05-11,0.0
533,USER4,2019-05-12,0.0
534,USER4,2019-05-13,0.0
535,USER4,2019-05-14,0.0
536,USER4,2019-05-16,4604.687
537,USER4,2019-05-20,6503.641
538,USER4,2019-05-21,3977.764
539,USER4,2019-05-08,0.0
540,USER4,2019-05-09,0.0
541,USER4,2019-05-10,0.0
542,USER4,2019-05-11,0.0
543,USER4,2019-05-12,0.0
544,USER4,2019-05-13,0.0
